"","order_date","ship_date","ship_mode","customer_name","segment","country","city","state","postal_code","region","category","sub_category","product_name","sales","quantity","discount","profit","profit_ratio","days_to_ship","revenue"
"5099",2014-12-06,2014-12-10,"Standard Class","Berenike Kampe","Consumer","United States","Chicago","Illinois",60610,"central","office supplies","storage","Rogers Deluxe File Chest",35.168,2,0.2,-8.3524,-24,4,28.1344
"5100",2015-08-07,2015-08-12,"Standard Class","Parhena Norris","Home Office","United States","Bakersfield","California",93309,"west","office supplies","binders","Cardinal Hold-It CD Pocket",19.152,3,0.2,6.4638,34,5,15.3216
"5101",2014-03-17,2014-03-17,"Same Day","Annie Zypern","Consumer","United States","Dallas","Texas",75217,"central","office supplies","art","Newell 333",4.448,2,0.2,0.3336,7,0,3.5584
"5102",2014-03-17,2014-03-17,"Same Day","Annie Zypern","Consumer","United States","Dallas","Texas",75217,"central","office supplies","paper","Xerox 1966",5.184,1,0.2,1.8792,36,0,4.1472
"5103",2014-03-17,2014-03-17,"Same Day","Annie Zypern","Consumer","United States","Dallas","Texas",75217,"central","office supplies","paper","Xerox 1967",15.552,3,0.2,5.4432,35,0,12.4416
"5104",2015-03-26,2015-03-30,"Second Class","Gene McClure","Consumer","United States","Philadelphia","Pennsylvania",19140,"east","office supplies","paper","Southworth 25% Cotton Antique Laid Paper & Envelopes",40.032,6,0.2,12.51,31,4,32.0256
"5105",2015-03-26,2015-03-30,"Second Class","Gene McClure","Consumer","United States","Philadelphia","Pennsylvania",19140,"east","technology","accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",16.776,3,0.2,5.0328,30,4,13.4208
"5106",2014-12-14,2014-12-20,"Standard Class","Bryan Mills","Consumer","United States","Deltona","Florida",32725,"south","furniture","chairs","Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.304,4,0.2,13.9728,7,6,149.0432
"5107",2015-09-19,2015-09-26,"Standard Class","Nicole Hansen","Corporate","United States","Columbus","Georgia",31907,"south","technology","accessories","Kensington K72356US Mouse-in-a-Box USB Desktop Mouse",66.36,4,0,23.226,35,7,66.36
"5108",2017-04-25,2017-04-26,"First Class","Parhena Norris","Home Office","United States","Nashville","Tennessee",37211,"south","office supplies","art","Newell 312",42.048,9,0.2,5.256,12,1,33.6384
"5109",2017-04-25,2017-04-26,"First Class","Parhena Norris","Home Office","United States","Nashville","Tennessee",37211,"south","office supplies","art","Stanley Bostitch Contemporary Electric Pencil Sharpeners",67.92,5,0.2,6.792,10,1,54.336
"5110",2014-10-18,2014-10-22,"Standard Class","Edward Hooks","Corporate","United States","Philadelphia","Pennsylvania",19134,"east","office supplies","envelopes","White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,6,0.2,19.692,38,4,42.0096
"5111",2014-10-18,2014-10-22,"Standard Class","Edward Hooks","Corporate","United States","Philadelphia","Pennsylvania",19134,"east","office supplies","storage","Eldon Base for stackable storage shelf, platinum",186.912,6,0.2,-35.046,-19,4,149.5296
"5112",2014-10-18,2014-10-22,"Standard Class","Edward Hooks","Corporate","United States","Philadelphia","Pennsylvania",19134,"east","office supplies","paper","Adams ""While You Were Out"" Message Pads",10.048,4,0.2,3.14,31,4,8.0384
"5113",2015-11-13,2015-11-13,"Same Day","Helen Abelman","Consumer","United States","Chicago","Illinois",60610,"central","furniture","furnishings","Eldon Imàge Series Desk Accessories, Clear",17.496,9,0.6,-7.4358,-43,0,6.9984
"5114",2016-01-31,2016-02-02,"Second Class","Aimee Bixby","Consumer","United States","Dallas","Texas",75220,"central","office supplies","paper","Xerox 1994",15.552,3,0.2,5.4432,35,2,12.4416
"5115",2016-11-17,2016-11-22,"Standard Class","Maribeth Schnelling","Consumer","United States","Carlsbad","New Mexico",88220,"west","office supplies","binders","Avery Non-Stick Binders",10.776,3,0.2,3.3675,31,5,8.6208
"5116",2017-07-25,2017-07-29,"Standard Class","Dorothy Dickinson","Consumer","United States","Philadelphia","Pennsylvania",19134,"east","office supplies","labels","Avery 491",3.304,1,0.2,1.0738,33,4,2.6432
"5117",2017-11-11,2017-11-17,"Standard Class","Meg Tillman","Consumer","United States","New York City","New York",10009,"east","office supplies","storage","Belkin OmniView SE Rackmount Kit",35.48,1,0,0,0,6,35.48
"5118",2015-09-26,2015-10-03,"Standard Class","Gene McClure","Consumer","United States","Oceanside","New York",11572,"east","office supplies","fasteners","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",34.44,3,0,16.1868,47,7,34.44
"5119",2015-09-26,2015-10-03,"Standard Class","Gene McClure","Consumer","United States","Oceanside","New York",11572,"east","technology","machines","Ativa MDM8000 8-Sheet Micro-Cut Shredder",629.93,7,0,296.0671,47,7,629.93
"5120",2015-09-26,2015-10-03,"Standard Class","Gene McClure","Consumer","United States","Oceanside","New York",11572,"east","office supplies","binders","GBC Imprintable Covers",79.056,9,0.2,28.6578,36,7,63.2448
"5121",2014-04-04,2014-04-08,"Standard Class","Ken Black","Corporate","United States","Lafayette","Louisiana",70506,"south","office supplies","storage","Safco Commercial Shelving",232.55,5,0,9.302,4,4,232.55
"5122",2014-04-04,2014-04-08,"Standard Class","Ken Black","Corporate","United States","Lafayette","Louisiana",70506,"south","technology","accessories","Logitech Wireless Marathon Mouse M705",99.98,2,0,42.9914,43,4,99.98
"5123",2014-04-04,2014-04-08,"Standard Class","Ken Black","Corporate","United States","Lafayette","Louisiana",70506,"south","office supplies","paper","Xerox 209",19.44,3,0,9.3312,48,4,19.44
"5124",2014-04-04,2014-04-08,"Standard Class","Ken Black","Corporate","United States","Lafayette","Louisiana",70506,"south","office supplies","paper","Xerox 1966",12.96,2,0,6.3504,49,4,12.96
"5125",2014-09-14,2014-09-14,"Same Day","Darrin Martin","Consumer","United States","New York City","New York",10009,"east","furniture","tables","KI Adjustable-Height Table",464.292,9,0.4,-108.3348,-23,0,278.5752
"5126",2014-09-14,2014-09-14,"Same Day","Darrin Martin","Consumer","United States","New York City","New York",10009,"east","office supplies","envelopes","Staple envelope",68.46,7,0,31.4916,46,0,68.46
"5127",2014-09-14,2014-09-14,"Same Day","Darrin Martin","Consumer","United States","New York City","New York",10009,"east","technology","machines","Ativa V4110MDD Micro-Cut Shredder",2799.96,4,0,1371.9804,49,0,2799.96
"5128",2014-09-14,2014-09-14,"Same Day","Darrin Martin","Consumer","United States","New York City","New York",10009,"east","office supplies","appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",601.3,2,0,198.429,33,0,601.3
"5129",2014-09-14,2014-09-14,"Same Day","Darrin Martin","Consumer","United States","New York City","New York",10009,"east","technology","phones","Spigen Samsung Galaxy S5 Case Wallet",16.99,1,0,4.4174,26,0,16.99
"5130",2014-09-14,2014-09-14,"Same Day","Darrin Martin","Consumer","United States","New York City","New York",10009,"east","technology","phones","Vtech CS6719",287.97,3,0,80.6316,28,0,287.97
"5131",2014-09-14,2014-09-14,"Same Day","Darrin Martin","Consumer","United States","New York City","New York",10009,"east","office supplies","paper","Xerox 198",44.82,9,0,21.0654,47,0,44.82
"5132",2017-12-29,2018-01-05,"Standard Class","Ben Peterman","Corporate","United States","Anaheim","California",92804,"west","furniture","furnishings","Nu-Dell Executive Frame",101.12,8,0,37.4144,37,7,101.12
"5133",2015-06-21,2015-06-27,"Standard Class","Emily Phan","Consumer","United States","Deltona","Florida",32725,"south","technology","phones","Innergie mMini Combo Duo USB Travel Charging Kit",107.976,3,0.2,37.7916,35,6,86.3808
"5134",2017-11-26,2017-11-30,"Standard Class","Frank Gastineau","Home Office","United States","New York City","New York",10009,"east","office supplies","appliances","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",58.73,7,0,14.6825,25,4,58.73
"5135",2017-11-26,2017-11-30,"Standard Class","Frank Gastineau","Home Office","United States","New York City","New York",10009,"east","office supplies","binders","Binding Machine Supplies",93.344,4,0.2,32.6704,35,4,74.6752
"5136",2016-10-23,2016-10-28,"Standard Class","Alejandro Ballentine","Home Office","United States","Seattle","Washington",98103,"west","office supplies","fasteners","Advantus SlideClip Paper Clips",17.05,5,0,8.184,48,5,17.05
"5137",2015-12-14,2015-12-19,"Standard Class","Rick Duston","Consumer","United States","San Diego","California",92105,"west","office supplies","binders","Wilson Jones Standard D-Ring Binders",8.096,2,0.2,2.7324,34,5,6.4768
"5138",2016-11-13,2016-11-17,"Standard Class","Tom Stivers","Corporate","United States","Oklahoma City","Oklahoma",73120,"central","furniture","furnishings","Master Giant Foot Doorstop, Safety Yellow",30.36,4,0,13.0548,43,4,30.36
"5139",2017-09-29,2017-10-05,"Standard Class","Joseph Airdo","Consumer","United States","Mount Vernon","New York",10550,"east","office supplies","envelopes","Staple envelope",23.34,3,0,10.9698,47,6,23.34
"5140",2017-09-29,2017-10-05,"Standard Class","Joseph Airdo","Consumer","United States","Mount Vernon","New York",10550,"east","office supplies","paper","Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,0,24.2285,47,6,51.55
"5141",2015-11-08,2015-11-12,"Standard Class","Shaun Weien","Consumer","United States","San Francisco","California",94109,"west","technology","accessories","Microsoft Arc Touch Mouse",119.9,2,0,43.164,36,4,119.9
"5142",2016-04-01,2016-04-05,"Standard Class","Frank Preis","Consumer","United States","New York City","New York",10009,"east","furniture","chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,6,0.1,292.776,22,4,1185.7428
"5143",2016-04-01,2016-04-05,"Standard Class","Frank Preis","Consumer","United States","New York City","New York",10009,"east","office supplies","supplies","Staple remover",63.84,8,0,18.5136,29,4,63.84
"5144",2016-04-01,2016-04-05,"Standard Class","Frank Preis","Consumer","United States","New York City","New York",10009,"east","office supplies","binders","Avery Non-Stick Binders",3.592,1,0.2,1.1225,31,4,2.8736
"5145",2017-02-02,2017-02-07,"Standard Class","John Lee","Consumer","United States","Los Angeles","California",90045,"west","furniture","furnishings","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,0,29.3284,34,5,86.26
"5146",2017-02-02,2017-02-07,"Standard Class","John Lee","Consumer","United States","Los Angeles","California",90045,"west","office supplies","storage","Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4,0,38.9312,28,5,139.04
"5147",2017-02-02,2017-02-07,"Standard Class","John Lee","Consumer","United States","Los Angeles","California",90045,"west","office supplies","appliances","Harmony HEPA Quiet Air Purifiers",46.8,4,0,16.38,35,5,46.8
"5148",2017-12-24,2017-12-31,"Standard Class","James Lanier","Home Office","United States","Chandler","Arizona",85224,"west","furniture","furnishings","Acrylic Self-Standing Desk Frames",8.544,4,0.2,1.9224,22,7,6.8352
"5149",2017-12-24,2017-12-31,"Standard Class","James Lanier","Home Office","United States","Chandler","Arizona",85224,"west","furniture","chairs","Global Leather Executive Chair",842.376,3,0.2,105.297,12,7,673.9008
"5150",2014-06-21,2014-06-21,"Same Day","James Galang","Consumer","United States","Long Beach","New York",11561,"east","technology","phones","Polycom SoundStation2 EX Conference phone",1214.85,3,0,352.3065,29,0,1214.85
"5151",2017-03-06,2017-03-10,"Second Class","Sally Hughsby","Corporate","United States","San Francisco","California",94109,"west","office supplies","storage","File Shuttle II and Handi-File, Black",67.78,2,0,16.945,25,4,67.78
"5152",2017-09-25,2017-09-28,"First Class","Luke Schmidt","Corporate","United States","Helena","Montana",59601,"west","office supplies","storage","Iris Project Case",39.9,5,0,10.374,26,3,39.9
"5153",2014-06-30,2014-07-06,"Standard Class","Cari Schnelling","Consumer","United States","New York City","New York",10011,"east","office supplies","binders","Cardinal Poly Pocket Divider Pockets for Ring Binders",2.688,1,0.2,0.84,31,6,2.1504
"5154",2014-06-30,2014-07-06,"Standard Class","Cari Schnelling","Consumer","United States","New York City","New York",10011,"east","office supplies","art","Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,3,0,2.904,44,6,6.6
"5155",2015-08-07,2015-08-08,"First Class","Kelly Williams","Consumer","United States","Kirkwood","Missouri",63122,"central","office supplies","binders","Wilson Jones Hanging View Binder, White, 1""",28.4,4,0,13.064,46,1,28.4
"5156",2015-08-07,2015-08-08,"First Class","Kelly Williams","Consumer","United States","Kirkwood","Missouri",63122,"central","furniture","furnishings","Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,3,0,34.0704,16,1,212.94
"5157",2017-06-30,2017-07-04,"Second Class","Gary Hansen","Home Office","United States","Chicago","Illinois",60653,"central","technology","phones","Samsung Galaxy S4",1001.584,2,0.2,125.198,12,4,801.2672
"5158",2017-06-30,2017-07-04,"Second Class","Gary Hansen","Home Office","United States","Chicago","Illinois",60653,"central","furniture","chairs","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs",569.058,3,0.3,-178.8468,-31,4,398.3406
"5159",2017-06-30,2017-07-04,"Second Class","Gary Hansen","Home Office","United States","Chicago","Illinois",60653,"central","furniture","furnishings","Seth Thomas 13 1/2"" Wall Clock",14.224,2,0.6,-10.3124,-72,4,5.6896
"5160",2015-10-26,2015-10-30,"Second Class","Andrew Gjertsen","Corporate","United States","Peoria","Arizona",85345,"west","technology","phones","Panasonic KX-TG6844B Expandable Digital Cordless Telephone",105.584,2,0.2,9.2386,9,4,84.4672
"5161",2015-10-26,2015-10-30,"Second Class","Andrew Gjertsen","Corporate","United States","Peoria","Arizona",85345,"west","technology","phones","Plantronics MX500i Earset",68.72,2,0.2,-14.603,-21,4,54.976
"5162",2014-07-30,2014-08-05,"Standard Class","Tom Stivers","Corporate","United States","Seattle","Washington",98103,"west","furniture","bookcases","Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8,0,259.8896,19,6,1367.84
"5163",2016-11-18,2016-11-23,"Second Class","Ashley Jarboe","Consumer","United States","Taylor","Michigan",48180,"central","furniture","chairs","Novimex Swivel Fabric Task Chair",301.96,2,0,33.2156,11,5,301.96
"5164",2015-07-06,2015-07-11,"Standard Class","Sarah Jordon","Consumer","United States","Pasadena","California",91104,"west","furniture","chairs","Novimex Turbo Task Chair",170.352,3,0.2,-17.0352,-10,5,136.2816
"5165",2014-11-10,2014-11-16,"Standard Class","Sam Craven","Consumer","United States","Midland","Michigan",48640,"central","office supplies","art","Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2,0,1.521,39,6,3.9
"5166",2014-11-10,2014-11-16,"Standard Class","Sam Craven","Consumer","United States","Midland","Michigan",48640,"central","office supplies","paper","Xerox 199",12.84,3,0,5.778,45,6,12.84
"5167",2014-11-10,2014-11-16,"Standard Class","Sam Craven","Consumer","United States","Midland","Michigan",48640,"central","office supplies","paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",15.84,3,0,7.128,45,6,15.84
"5168",2014-11-10,2014-11-16,"Standard Class","Sam Craven","Consumer","United States","Midland","Michigan",48640,"central","furniture","chairs","Hon Every-Day Series Multi-Task Chairs",563.94,3,0,112.788,20,6,563.94
"5169",2014-11-10,2014-11-16,"Standard Class","Sam Craven","Consumer","United States","Midland","Michigan",48640,"central","office supplies","storage","Acco Perma 3000 Stacking Storage Drawers",62.94,3,0,11.9586,19,6,62.94
"5170",2014-11-10,2014-11-16,"Standard Class","Sam Craven","Consumer","United States","Midland","Michigan",48640,"central","office supplies","storage","Hot File 7-Pocket, Floor Stand",535.41,3,0,160.623,30,6,535.41
"5171",2016-05-27,2016-05-29,"Second Class","Laura Armstrong","Corporate","United States","Detroit","Michigan",48205,"central","furniture","chairs","HON 5400 Series Task Chairs for Big and Tall",3504.9,5,0,700.98,20,2,3504.9
"5172",2016-05-27,2016-05-29,"Second Class","Laura Armstrong","Corporate","United States","Detroit","Michigan",48205,"central","office supplies","paper","Xerox 1910",144.12,3,0,69.1776,48,2,144.12
"5173",2016-05-27,2016-05-29,"Second Class","Laura Armstrong","Corporate","United States","Detroit","Michigan",48205,"central","office supplies","paper","Xerox 1915",314.55,3,0,150.984,48,2,314.55
"5174",2015-03-08,2015-03-10,"First Class","Fred Chung","Corporate","United States","Pueblo","Colorado",81001,"west","office supplies","art","Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,1,0.2,0.8946,26,2,2.7264
"5175",2017-10-19,2017-10-24,"Standard Class","Christina Anderson","Consumer","United States","Waco","Texas",76706,"central","office supplies","binders","SlimView Poly Binder, 3/8""",2.072,2,0.8,-3.5224,-170,5,0.4144
"5176",2017-10-19,2017-10-24,"Standard Class","Christina Anderson","Consumer","United States","Waco","Texas",76706,"central","furniture","bookcases","Rush Hierlooms Collection Rich Wood Bookcases",328.3992,3,0.32,-91.7586,-28,5,223.311456
"5177",2016-11-05,2016-11-08,"First Class","Joseph Holt","Consumer","United States","San Francisco","California",94109,"west","office supplies","binders","GBC Twin Loop Wire Binding Elements",53.248,2,0.2,19.968,38,3,42.5984
"5178",2016-12-26,2016-12-30,"Standard Class","Anthony Johnson","Corporate","United States","New York City","New York",10024,"east","office supplies","binders","Round Ring Binders",4.992,3,0.2,1.6848,34,4,3.9936
"5179",2015-04-13,2015-04-19,"Standard Class","Bill Tyler","Corporate","United States","Los Angeles","California",90036,"west","furniture","furnishings","Flat Face Poster Frame",37.68,2,0,15.8256,42,6,37.68
"5180",2015-04-13,2015-04-19,"Standard Class","Bill Tyler","Corporate","United States","Los Angeles","California",90036,"west","technology","phones","Aastra 57i VoIP phone",258.576,2,0.2,19.3932,7,6,206.8608
"5181",2015-04-13,2015-04-19,"Standard Class","Bill Tyler","Corporate","United States","Los Angeles","California",90036,"west","office supplies","appliances","3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",75.84,2,0,29.5776,39,6,75.84
"5182",2017-09-12,2017-09-15,"First Class","Don Jones","Corporate","United States","Woonsocket","Rhode Island",2895,"east","office supplies","paper","Xerox 209",45.36,7,0,21.7728,48,3,45.36
"5183",2017-09-12,2017-09-15,"First Class","Don Jones","Corporate","United States","Woonsocket","Rhode Island",2895,"east","office supplies","binders","Aluminum Screw Posts",45.78,3,0,22.89,50,3,45.78
"5184",2017-09-24,2017-09-27,"First Class","Anna Gayman","Consumer","United States","Columbus","Georgia",31907,"south","office supplies","storage","Fellowes Desktop Hanging File Manager",40.29,3,0,10.0725,25,3,40.29
"5185",2017-09-24,2017-09-27,"First Class","Anna Gayman","Consumer","United States","Columbus","Georgia",31907,"south","office supplies","binders","Avery Durable Poly Binders",38.71,7,0,17.8066,46,3,38.71
"5186",2015-10-10,2015-10-15,"Standard Class","John Dryer","Consumer","United States","Jacksonville","Florida",32216,"south","office supplies","storage","Tennsco Single-Tier Lockers",1801.632,6,0.2,-337.806,-19,5,1441.3056
"5187",2015-11-27,2015-12-03,"Standard Class","Eugene Hildebrand","Home Office","United States","Philadelphia","Pennsylvania",19140,"east","technology","phones","LG Exalt",748.752,8,0.4,-162.2296,-22,6,449.2512
"5188",2015-09-13,2015-09-18,"Standard Class","Zuschuss Carroll","Consumer","United States","Columbus","Indiana",47201,"central","technology","accessories","Case Logic 2.4GHz Wireless Keyboard",199.96,4,0,15.9968,8,5,199.96
"5189",2015-09-13,2015-09-18,"Standard Class","Zuschuss Carroll","Consumer","United States","Columbus","Indiana",47201,"central","furniture","chairs","Hon Multipurpose Stacking Arm Chairs",1516.2,7,0,394.212,26,5,1516.2
"5190",2017-11-14,2017-11-18,"Standard Class","Xylona Preis","Consumer","United States","Pasadena","Texas",77506,"central","technology","accessories","V7 USB Numeric Keypad",167.952,6,0.2,-27.2922,-16,4,134.3616
"5191",2017-11-14,2017-11-18,"Standard Class","Xylona Preis","Consumer","United States","Pasadena","Texas",77506,"central","office supplies","art","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,0.2,4.504,10,4,36.032
"5192",2017-05-05,2017-05-09,"Standard Class","Darren Koutras","Consumer","United States","San Francisco","California",94122,"west","office supplies","envelopes","Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2,0,11.58,50,4,23.16
"5193",2014-11-28,2014-12-01,"Second Class","Chris Selesnick","Corporate","United States","Columbia","South Carolina",29203,"south","furniture","furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets",397.6,5,0,43.736,11,3,397.6
"5194",2014-11-28,2014-12-01,"Second Class","Chris Selesnick","Corporate","United States","Columbia","South Carolina",29203,"south","office supplies","paper","Xerox 1933",85.96,7,0,40.4012,47,3,85.96
"5195",2014-11-28,2014-12-01,"Second Class","Chris Selesnick","Corporate","United States","Columbia","South Carolina",29203,"south","office supplies","art","Crayola Colored Pencils",13.12,4,0,4.3296,33,3,13.12
"5196",2014-11-28,2014-12-01,"Second Class","Chris Selesnick","Corporate","United States","Columbia","South Carolina",29203,"south","office supplies","binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",45.66,3,0,22.3734,49,3,45.66
"5197",2014-05-10,2014-05-15,"Standard Class","Arianne Irving","Consumer","United States","Kent","Washington",98031,"west","office supplies","envelopes","Strathmore #10 Envelopes, Ultimate White",158.13,3,0,77.4837,49,5,158.13
"5198",2014-05-10,2014-05-15,"Standard Class","Arianne Irving","Consumer","United States","Kent","Washington",98031,"west","technology","phones","LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,0.2,4.36,10,5,34.88
"5199",2016-03-03,2016-03-08,"Standard Class","Alex Avila","Consumer","United States","Round Rock","Texas",78664,"central","office supplies","supplies","High Speed Automatic Electric Letter Opener",3930.072,3,0.2,-786.0144,-20,5,3144.0576
"5200",2016-03-03,2016-03-08,"Standard Class","Alex Avila","Consumer","United States","Round Rock","Texas",78664,"central","office supplies","fasteners","Acco Banker's Clasps, 5 3/4""-Long",2.304,1,0.2,0.7776,34,5,1.8432
"5201",2016-03-03,2016-03-08,"Standard Class","Alex Avila","Consumer","United States","Round Rock","Texas",78664,"central","technology","phones","Polycom VVX 310 VoIP phone",431.976,3,0.2,32.3982,8,5,345.5808
"5202",2016-03-03,2016-03-08,"Standard Class","Alex Avila","Consumer","United States","Round Rock","Texas",78664,"central","technology","accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,7,0.2,5.7365,14,5,33.376
"5203",2015-08-15,2015-08-19,"Standard Class","Richard Eichhorn","Consumer","United States","Oakland","California",94601,"west","furniture","furnishings","Tensor Computer Mounted Lamp",104.23,7,0,28.1421,27,4,104.23
"5204",2015-08-15,2015-08-19,"Standard Class","Richard Eichhorn","Consumer","United States","Oakland","California",94601,"west","office supplies","storage","Mobile Personal File Cube",70.26,3,0,18.9702,27,4,70.26
"5205",2015-09-12,2015-09-18,"Standard Class","Tamara Manning","Consumer","United States","Auburn","New York",13021,"east","office supplies","art","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0,3.0558,33,6,9.26
"5206",2015-09-12,2015-09-18,"Standard Class","Tamara Manning","Consumer","United States","Auburn","New York",13021,"east","office supplies","storage","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",105.98,2,0,4.2392,4,6,105.98
"5207",2015-09-12,2015-09-18,"Standard Class","Tamara Manning","Consumer","United States","Auburn","New York",13021,"east","office supplies","fasteners","OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24,1,0,0.5828,47,6,1.24
"5208",2015-09-12,2015-09-18,"Standard Class","Tamara Manning","Consumer","United States","Auburn","New York",13021,"east","office supplies","labels","Avery 489",20.7,2,0,9.936,48,6,20.7
"5209",2015-09-12,2015-09-18,"Standard Class","Tamara Manning","Consumer","United States","Auburn","New York",13021,"east","office supplies","paper","HP Office Recycled Paper (20Lb. and 87 Bright)",28.9,5,0,14.161,49,6,28.9
"5210",2015-09-12,2015-09-18,"Standard Class","Tamara Manning","Consumer","United States","Auburn","New York",13021,"east","office supplies","envelopes","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",27.18,1,0,12.7746,47,6,27.18
"5211",2015-01-12,2015-01-18,"Standard Class","Yana Sorensen","Corporate","United States","Newark","Delaware",19711,"east","office supplies","storage","Dual Level, Single-Width Filing Carts",465.18,3,0,120.9468,26,6,465.18
"5212",2015-05-12,2015-05-16,"Second Class","Annie Zypern","Consumer","United States","New York City","New York",10024,"east","office supplies","storage","Portable Personal File Box",36.63,3,0,9.8901,27,4,36.63
"5213",2016-09-26,2016-09-26,"Same Day","Chuck Magee","Consumer","United States","Redlands","California",92374,"west","office supplies","storage","Advantus Rolling Storage Box",51.45,3,0,13.8915,27,0,51.45
"5214",2016-09-26,2016-09-26,"Same Day","Chuck Magee","Consumer","United States","Redlands","California",92374,"west","office supplies","labels","Avery 494",7.83,3,0,3.6018,46,0,7.83
"5215",2016-09-26,2016-09-26,"Same Day","Chuck Magee","Consumer","United States","Redlands","California",92374,"west","office supplies","art","SANFORD Major Accent Highlighters",35.4,5,0,13.452,38,0,35.4
"5216",2016-09-26,2016-09-26,"Same Day","Chuck Magee","Consumer","United States","Redlands","California",92374,"west","office supplies","paper","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",29.9,5,0,13.455,45,0,29.9
"5217",2017-09-09,2017-09-15,"Standard Class","Joy Bell-","Consumer","United States","Roseville","Michigan",48066,"central","office supplies","envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0,8.2156,47,6,17.48
"5218",2017-04-15,2017-04-17,"Second Class","Noel Staavos","Corporate","United States","Los Angeles","California",90049,"west","office supplies","paper","Xerox 1883",79.14,3,0,36.4044,46,2,79.14
"5219",2017-06-10,2017-06-14,"Standard Class","Linda Cazamias","Corporate","United States","New York City","New York",10011,"east","office supplies","art","Prang Dustless Chalk Sticks",8.4,5,0,4.2,50,4,8.4
"5220",2017-09-01,2017-09-01,"Same Day","Cynthia Arntzen","Consumer","United States","Detroit","Michigan",48205,"central","furniture","chairs","Harbour Creations 67200 Series Stacking Chairs",498.26,7,0,134.5302,27,0,498.26
"5221",2014-06-14,2014-06-20,"Standard Class","Sharelle Roach","Home Office","United States","Detroit","Michigan",48234,"central","furniture","bookcases","Hon Metal Bookcases, Gray",212.94,3,0,57.4938,27,6,212.94
"5222",2017-05-18,2017-05-22,"Second Class","Paul Prost","Home Office","United States","Springfield","Missouri",65807,"central","office supplies","appliances","Avanti 1.7 Cu. Ft. Refrigerator",706.86,7,0,197.9208,28,4,706.86
"5223",2017-05-18,2017-05-22,"Second Class","Paul Prost","Home Office","United States","Springfield","Missouri",65807,"central","technology","phones","Motorola HK250 Universal Bluetooth Headset",114.95,5,0,2.299,2,4,114.95
"5224",2017-05-18,2017-05-22,"Second Class","Paul Prost","Home Office","United States","Springfield","Missouri",65807,"central","office supplies","binders","Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19,7,0,20.7312,48,4,43.19
"5225",2017-09-12,2017-09-17,"Second Class","John Murray","Consumer","United States","Los Angeles","California",90036,"west","office supplies","paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3,0,79.8912,48,5,166.44
"5226",2016-06-21,2016-06-26,"Standard Class","Adam Shillingsburg","Consumer","United States","New York City","New York",10011,"east","office supplies","binders","SpineVue Locking Slant-D Ring Binders by Cardinal",36.56,5,0.2,12.796,35,5,29.248
"5227",2016-06-21,2016-06-26,"Standard Class","Adam Shillingsburg","Consumer","United States","New York City","New York",10011,"east","office supplies","binders","Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",186.144,6,0.2,60.4968,32,5,148.9152
"5228",2016-06-21,2016-06-26,"Standard Class","Adam Shillingsburg","Consumer","United States","New York City","New York",10011,"east","furniture","bookcases","O'Sullivan Living Dimensions 5-Shelf Bookcases",353.568,2,0.2,-44.196,-12,5,282.8544
